0.11374727;0.099498503
0.379374965;0.356989015
0.140646509;0.134706988
0.205529206;0.166246534
0.026902319;0.025230658
0.144788407;0.141283147
0.108536863;0.106787197
0.083381288;0.081824885
0.203540119;0.204502669
0.024066281;0.025788991
0.027581375;0.028845809
0.383042182;0.358553071
0.170228561;0.15981507
0.022820019;0.024322796
0.024644418;0.02588647
0.340876468;0.341786931
10.107301407;10.102896227
0.102574606;0.097172624
10.278597038;10.24734071
0.191774535;0.167221615
0.343462913;0.343698907
0.101502331;0.099471501
0.329199852;0.313523288
0.023446216;0.024441807
0.202510036;0.204232714
0.331465169;0.310744461
0.090612905;0.087603321
167.685553621;171.353490257
0.02435524;0.02530602
0.125427482;0.105233225
0.025159519;0.025342786
0.02329551;0.024202536
0.33077725;0.308996504
0.348725618;0.346360677
0.108505902;0.10696246
0.045031899;0.045591366
0.203871127;0.203995998
0.312531439;0.314492997
13.474031159;8.347244666
0.036976143;0.034901364
0.18442771;0.159540552
0.099303633;0.087966071
0.087775267;0.086608491
0.203545967;0.254008428
0.096426595;0.095062669
0.024905569;0.025677364
0.203267839;0.204260592
0.107255637;0.100070883
0.334285306;0.318096922
0.256928681;0.195330175
10.484851427;10.408779767
0.162213582;0.089651414
0.023402287;0.024970524
0.334634899;0.304231966
0.155217641;0.133031556
0.153676112;0.136986624
0.094782906;0.091070475
0.024949763;0.026141178
0.026684369;0.026519962
0.026498576;0.024271224
0.145740342;0.134380723
0.078483727;0.077533394
0.024661871;0.024928144
10.717008992;10.580464243
0.024177924;0.024794446
0.715090515;0.591501612
0.106270579;0.105454013
10.715815819;10.580800076
0.381100615;0.352140597
0.118015157;0.106144257
0.486008595;0.435883187
0.15600153;0.13623451
0.133640755;0.132873716
10.105104208;10.103169955
0.024975088;0.025119039
0.079004731;0.076927274
0.203259049;0.203611027
0.16205863;0.14441084
171.169516207;175.052451548
0.088811445;0.086421259
0.110438116;0.108663221
0.333568302;0.312096329
0.147550745;0.13951566
0.185266307;0.1516639
0.116078359;0.110400013
0.34706157;0.322631207
0.915108741;0.801727771
0.255451082;0.239425367
0.024574734;0.02490091
0.147271516;0.13628968
0.024608111;0.026280413
0.785336553;0.717550653
0.253634635;0.203712242
0.155491628;0.132941019
0.035042544;0.03572182
0.105578146;0.101664299
0.096680947;0.09481097
0.178098198;0.160510924
0.820201992;0.740157935
0.12651178;0.111548752
0.693229824;0.588177055
0.125792658;0.107845356
0.203797435;0.203655838
0.084080369;0.082435613
0.321582422;0.319240846
0.084949302;0.081152495
630.000773829;630.00064741
0.023838598;0.024170975
0.166441829;0.142559525
0.029781608;0.028387228
0.327403306;0.295031504
0.024147251;0.024707239
0.322070963;0.321004779
0.097166971;0.095679102
0.097478318;0.095091464
0.045390668;0.045319673
0.376992379;0.354630022
0.818211805;0.74728235
630.000792175;630.000569023
10.116887311;10.1062019
0.022755819;0.024300638
0.267844941;0.217289993
0.036818296;0.034198937
0.76656614;0.689167489
0.024451207;0.026070776
10.105276209;10.103308593
0.326574294;0.324846984
0.642532089;0.560949905
0.106346213;0.101438411
0.147604169;0.141298189
0.338523188;0.339752705
0.024768093;0.027755687
0.037378935;0.034684967
0.141992179;0.142408108
0.140571981;0.124081567
0.079039851;0.077895493
10.482944841;10.431753373
0.024895396;0.024831637
0.090173108;0.087529039
0.086636003;0.084493738
0.806700832;0.741417599
0.082123071;0.080271165
0.024432477;0.025985869
0.024793338;0.025041618
