photo-small.dzn,GECODE,0.033280714
photo-small.dzn,NUMBERJACK,0.169986052
photo-small.dzn,JACOP,0.196990871
photo1.dzn,NUMBERJACK,0.286503247
photo1.dzn,GECODE,6.001143869
photo1.dzn,JACOP,10.000831115
photo2.dzn,NUMBERJACK,0.72076958
photo2.dzn,GECODE,10.00029759
photo2.dzn,JACOP,10.000567269
